,index,Product,High,Low,Last,Avg,Volume,date,day,month,year,hour,time,datetime,weekday,days_for_aggregation,price(EUR/KWh)
953,931,PH-20190215-17(X),"45,50","41,30","44,80",43.63,"447,80",2019-02-15 00:00:00,15,2,2019,17,17:00:00,2019-02-15 17:00:00,4,39,0.04363
954,932,PH-20190215-18(X),"50,50","47,70","48,00",48.93,"474,20",2019-02-15 00:00:00,15,2,2019,18,18:00:00,2019-02-15 18:00:00,4,39,0.04893
955,933,PH-20190215-19(X),"55,99","49,11","49,40",50.83,"558,90",2019-02-15 00:00:00,15,2,2019,19,19:00:00,2019-02-15 19:00:00,4,39,0.05083
956,934,PH-20190215-20(X),"51,89","45,20","46,52",48.36,"657,30",2019-02-15 00:00:00,15,2,2019,20,20:00:00,2019-02-15 20:00:00,4,39,0.04836
957,935,PH-20190215-21(X),"47,40","40,60","40,80",43.93,"1074,40",2019-02-15 00:00:00,15,2,2019,21,21:00:00,2019-02-15 21:00:00,4,39,0.04393
958,936,PH-20190215-22(X),"40,90","36,49","37,69",38.53,"1184,60",2019-02-15 00:00:00,15,2,2019,22,22:00:00,2019-02-15 22:00:00,4,39,0.03853
959,937,PH-20190215-23(X),"41,40","35,90","38,00",38.17,"1015,60",2019-02-15 00:00:00,15,2,2019,23,23:00:00,2019-02-15 23:00:00,4,39,0.03817
960,938,PH-20190216-24(X),"49,50","34,40","44,55",44.49,"1537,80",2019-02-16 00:00:00,16,2,2019,0,00:00:00,2019-02-16 00:00:00,5,40,0.04449
961,939,PH-20190216-01(X),"34,00","25,46","29,32",30.23,"845,40",2019-02-16 00:00:00,16,2,2019,1,01:00:00,2019-02-16 01:00:00,5,40,0.03023
962,940,PH-20190216-02(X),"33,60","25,01","25,21",29.87,"1320,60",2019-02-16 00:00:00,16,2,2019,2,02:00:00,2019-02-16 02:00:00,5,40,0.02987
963,941,PH-20190216-03(X),"35,04","29,61","34,60",31.81,"2343,30",2019-02-16 00:00:00,16,2,2019,3,03:00:00,2019-02-16 03:00:00,5,40,0.03181
964,942,PH-20190216-04(X),"36,10","30,38","33,20",32.16,"1434,60",2019-02-16 00:00:00,16,2,2019,4,04:00:00,2019-02-16 04:00:00,5,40,0.032159999999999994
965,943,PH-20190216-05(X),"36,29","30,12","32,40",32.43,"890,20",2019-02-16 00:00:00,16,2,2019,5,05:00:00,2019-02-16 05:00:00,5,40,0.03243
966,944,PH-20190216-06(X),"35,37","27,90","35,37",30.31,"1259,20",2019-02-16 00:00:00,16,2,2019,6,06:00:00,2019-02-16 06:00:00,5,40,0.03031
967,945,PH-20190216-07(X),"38,14","28,40","31,81",32.28,"669,30",2019-02-16 00:00:00,16,2,2019,7,07:00:00,2019-02-16 07:00:00,5,40,0.03228
968,946,PH-20190216-08(X),"40,38","33,80","39,38",36.23,"652,50",2019-02-16 00:00:00,16,2,2019,8,08:00:00,2019-02-16 08:00:00,5,40,0.03623
969,947,PH-20190216-09(X),"40,00","36,20","38,70",38.66,"235,90",2019-02-16 00:00:00,16,2,2019,9,09:00:00,2019-02-16 09:00:00,5,40,0.03866
970,948,PH-20190216-10(X),"41,02","30,90","36,10",37.02,"389,20",2019-02-16 00:00:00,16,2,2019,10,10:00:00,2019-02-16 10:00:00,5,40,0.037020000000000004
971,949,PH-20190216-11(X),"32,70","29,60","32,00",30.89,"233,20",2019-02-16 00:00:00,16,2,2019,11,11:00:00,2019-02-16 11:00:00,5,40,0.03089
972,950,PH-20190216-12(X),"38,80","32,00","38,80",35.52,"475,60",2019-02-16 00:00:00,16,2,2019,12,12:00:00,2019-02-16 12:00:00,5,40,0.03552
973,951,PH-20190216-13(X),"40,90","33,20","39,00",37.21,"518,70",2019-02-16 00:00:00,16,2,2019,13,13:00:00,2019-02-16 13:00:00,5,40,0.03721
974,952,PH-20190216-14(X),"40,70","34,10","36,60",38.02,"478,00",2019-02-16 00:00:00,16,2,2019,14,14:00:00,2019-02-16 14:00:00,5,40,0.038020000000000005
975,953,PH-20190216-15(X),"40,49","29,20","29,20",37.35,"648,80",2019-02-16 00:00:00,16,2,2019,15,15:00:00,2019-02-16 15:00:00,5,40,0.03735
976,954,PH-20190216-16(X),"40,09","34,61","34,70",37.43,"634,10",2019-02-16 00:00:00,16,2,2019,16,16:00:00,2019-02-16 16:00:00,5,40,0.03743
977,955,PH-20190216-17(X),"42,80","35,30","39,90",38.95,"1095,80",2019-02-16 00:00:00,16,2,2019,17,17:00:00,2019-02-16 17:00:00,5,40,0.038950000000000005
978,956,PH-20190216-18(X),"52,90","44,40","52,10",48.51,"579,20",2019-02-16 00:00:00,16,2,2019,18,18:00:00,2019-02-16 18:00:00,5,40,0.04851
979,957,PH-20190216-19(X),"53,10","47,30","51,90",50.36,"558,00",2019-02-16 00:00:00,16,2,2019,19,19:00:00,2019-02-16 19:00:00,5,40,0.05036
980,958,PH-20190216-20(X),"53,81","41,10","52,99",45.49,"432,80",2019-02-16 00:00:00,16,2,2019,20,20:00:00,2019-02-16 20:00:00,5,40,0.04549
981,959,PH-20190216-21(X),"50,10","39,70","48,10",44.99,"500,80",2019-02-16 00:00:00,16,2,2019,21,21:00:00,2019-02-16 21:00:00,5,40,0.04499
982,960,PH-20190216-22(X),"42,39","36,20","39,70",39.95,"810,30",2019-02-16 00:00:00,16,2,2019,22,22:00:00,2019-02-16 22:00:00,5,40,0.03995
983,961,PH-20190216-23(X),"46,20","33,70","46,10",39.83,"715,60",2019-02-16 00:00:00,16,2,2019,23,23:00:00,2019-02-16 23:00:00,5,40,0.03983
984,962,PH-20190217-24(X),"44,40","37,50","39,40",41.64,"642,10",2019-02-17 00:00:00,17,2,2019,0,00:00:00,2019-02-17 00:00:00,6,41,0.04164
985,963,PH-20190217-01(X),"43,10","36,60","40,10",40.56,"253,20",2019-02-17 00:00:00,17,2,2019,1,01:00:00,2019-02-17 01:00:00,6,41,0.04056
986,964,PH-20190217-02(X),"41,99","34,90","37,20",40.54,"648,40",2019-02-17 00:00:00,17,2,2019,2,02:00:00,2019-02-17 02:00:00,6,41,0.04054
987,965,PH-20190217-03(X),"42,97","35,80","39,30",39.61,"692,80",2019-02-17 00:00:00,17,2,2019,3,03:00:00,2019-02-17 03:00:00,6,41,0.03961
988,966,PH-20190217-04(X),"41,70","35,40","39,90",39.12,"654,60",2019-02-17 00:00:00,17,2,2019,4,04:00:00,2019-02-17 04:00:00,6,41,0.039119999999999995
989,967,PH-20190217-05(X),"40,99","36,00","39,32",39.09,"1046,60",2019-02-17 00:00:00,17,2,2019,5,05:00:00,2019-02-17 05:00:00,6,41,0.03909000000000001
990,968,PH-20190217-06(X),"40,90","36,60","37,89",38.86,"753,30",2019-02-17 00:00:00,17,2,2019,6,06:00:00,2019-02-17 06:00:00,6,41,0.03886
991,969,PH-20190217-07(X),"40,10","35,02","39,66",38.83,"394,30",2019-02-17 00:00:00,17,2,2019,7,07:00:00,2019-02-17 07:00:00,6,41,0.038829999999999996
992,970,PH-20190217-08(X),"46,60","38,03","46,60",40.49,"343,00",2019-02-17 00:00:00,17,2,2019,8,08:00:00,2019-02-17 08:00:00,6,41,0.040490000000000005
993,971,PH-20190217-09(X),"45,00","38,00","42,54",42.86,"293,90",2019-02-17 00:00:00,17,2,2019,9,09:00:00,2019-02-17 09:00:00,6,41,0.04286
994,972,PH-20190217-10(X),"47,70","38,50","42,00",42.11,"192,90",2019-02-17 00:00:00,17,2,2019,10,10:00:00,2019-02-17 10:00:00,6,41,0.04211
995,973,PH-20190217-11(X),"45,80","35,90","36,00",39.81,"345,70",2019-02-17 00:00:00,17,2,2019,11,11:00:00,2019-02-17 11:00:00,6,41,0.039810000000000005
996,974,PH-20190217-12(X),"43,70","37,10","38,10",40.01,"257,70",2019-02-17 00:00:00,17,2,2019,12,12:00:00,2019-02-17 12:00:00,6,41,0.04001
997,975,PH-20190217-13(X),"42,90","35,80","40,20",39.22,"157,20",2019-02-17 00:00:00,17,2,2019,13,13:00:00,2019-02-17 13:00:00,6,41,0.03922
998,976,PH-20190217-14(X),"38,60","35,10","35,10",36.67,"236,80",2019-02-17 00:00:00,17,2,2019,14,14:00:00,2019-02-17 14:00:00,6,41,0.03667
999,977,PH-20190217-15(X),"38,70","33,20","36,50",35.88,"260,20",2019-02-17 00:00:00,17,2,2019,15,15:00:00,2019-02-17 15:00:00,6,41,0.03588
1000,978,PH-20190217-16(X),"40,80","35,20","37,60",37.56,"365,90",2019-02-17 00:00:00,17,2,2019,16,16:00:00,2019-02-17 16:00:00,6,41,0.03756
1001,979,PH-20190217-17(X),"43,90","38,10","42,80",40.16,"537,80",2019-02-17 00:00:00,17,2,2019,17,17:00:00,2019-02-17 17:00:00,6,41,0.040159999999999994
1002,980,PH-20190217-18(X),"52,30","42,65","52,30",46.54,"376,70",2019-02-17 00:00:00,17,2,2019,18,18:00:00,2019-02-17 18:00:00,6,41,0.04654
1003,981,PH-20190217-19(X),"53,20","49,90","51,20",51.65,"193,30",2019-02-17 00:00:00,17,2,2019,19,19:00:00,2019-02-17 19:00:00,6,41,0.05165
1004,982,PH-20190217-20(X),"54,30","48,07","52,80",52.42,"374,90",2019-02-17 00:00:00,17,2,2019,20,20:00:00,2019-02-17 20:00:00,6,41,0.05242
1005,983,PH-20190217-21(X),"53,76","45,50","52,89",50.18,"261,60",2019-02-17 00:00:00,17,2,2019,21,21:00:00,2019-02-17 21:00:00,6,41,0.05018
1006,984,PH-20190217-22(X),"45,90","38,20","43,60",43.15,"191,30",2019-02-17 00:00:00,17,2,2019,22,22:00:00,2019-02-17 22:00:00,6,41,0.04315
1007,985,PH-20190217-23(X),"46,90","39,00","39,00",44.39,"687,20",2019-02-17 00:00:00,17,2,2019,23,23:00:00,2019-02-17 23:00:00,6,41,0.04439
